관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,시도
41150-00084,하늘능선근린공원,근린공원,,경기도 의정부시 민락동 855,37.74514581,127.1061274,33457.9,허리돌리기+ 파도타기+ 공중걷기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00085,송산사지근린공원,근린공원,,경기도 의정부시 민락동 878,37.74757496,127.109907,75925.7,허리돌리기+ 파도타기+ 공중걷기 등,,화장실,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00086,초록누리근린공원,근린공원,,경기도 의정부시 낙양동 730,37.75372543,127.1056221,45730.7,허리돌리기+ 파도타기+ 공중걷기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00087,푸른물빛근린공원,근린공원,,경기도 의정부시 민락동 897,37.75279931,127.1186476,15773.0,허리돌리기+ 파도타기+ 공중걷기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00088,민락문화근린공원,근린공원,,경기도 의정부시 민락동 900,37.7505773,127.1206704,25509.4,허리돌리기+ 파도타기+ 공중걷기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00089,푸른마당근린공원,근린공원,,경기도 의정부시 민락동 887,37.74777177,127.1075216,16957.3,테니스장+ 허리돌리기+ 파도타기+ 공중걷기 등,,주차장,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
41150-00092,활기체육공원,체육공원,,경기도 의정부시 민락동 888,37.74921166,127.1093239,30333.3,축구장+ 농구장+ 족구장 등,,화장실,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,2025-06-20,3820000,경기도 의정부시,경기도
11530-00001,온수(잣절지구),근린공원,,서울특별시 구로구 개봉동 45-2,37.50199617,126.8397231,77320.6,체력단련시설 15점+배드민턴장 1개소,,,,,1971-08-06,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00004,온수(벽산지구),근린공원,,서울특별시 구로구 온수동 9-44,37.49459859,126.8244691,26074.7,,,,,,1971-08-06,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00006,온수(온수체육지구),근린공원,,서울특별시 구로구 온수동 산10-4,37.49330391,126.8193736,17413.2,체력단련시설 15점,,,,,1971-08-06,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00007,고척,근린공원,,서울특별시 구로구 고척동 산9-14,37.50658242,126.8532783,108120.0,운동장 1개소+테니스장 1개소+수영장 1개소+배드민턴 2개소+게이트볼 1개소+체력단력시설 56점,모래밭 2기+시소 1기+조합놀이 3기,주차장 1개소+화장실 1개소+공중전화 3기+음수대 6기+시계탑 2기,도서관 1개소,,1977-07-09,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00008,계남,근린공원,,서울특별시 구로구 고척동 산8,37.509285,126.850122,158814.0,운동장 1개소+테니스장 1개소+체력단력시설 95점,,음수대 1기,,,1971-08-06,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00009,개웅산,근린공원,,서울특별시 구로구 개봉동 산53-3,37.48690364,126.8471261,411972.0,배드민턴장 1개소+체력단련시설 65점,,샘터 1개소,,,1971-08-06,서울특별시 구로구청,02-860-3165,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00011,천왕(시)(항골),근린공원,,서울특별시 구로구 항동 147-2,37.47854975,126.8290997,52032.4,,,,,,1971-08-06,서울특별시 구로구청,02-860-3165,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00012,천왕(구),근린공원,,서울특별시 구로구 천왕동 276,37.4764232,126.8417584,33677.0,체력단련시설 9점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00013,연지,근린공원,,서울특별시 구로구 천왕동 274-2,37.47965771,126.8379653,44478.0,체력단련시설 15점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00014,봉화대,근린공원,,서울특별시 구로구 천왕동 산13-1,37.48469858,126.8424192,60975.0,체력단련시설 9점,,,,,2006-11-13,서울특별시 구로구청,02-860-3086,2025-05-29,3160000,서울특별시 구로구,서울특별시
11530-00016,신도림테크노,근린공원,,서울특별시 구로구 구로동 3-33,37.50811753,126.8908707,10482.0,체력단련시설 6점,,음수대 2기,,,2005-01-05,서울특별시 구로구청,02-860-3086,2025-05-29,3160000,서울특별시 구로구,서울특별시
28110-00105,영종하늘도시 1호,근린공원,,인천광역시 중구 운서동 3020-1,37.50036085,126.5012368,26063.0,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00106,영종하늘도시 6호,근린공원,,인천광역시 중구 운남동 1598-6,37.48180523,126.5047629,59927.0,,,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00107,영종하늘도시 8호,근린공원,,인천광역시 중구 운남동 1604-3,37.47550762,126.508795,26615.0,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00108,영종하늘도시 10호,근린공원,,인천광역시 중구 운남동 1697-4,37.47946052,126.5239245,13459.0,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00109,영종하늘도시 11호,근린공원,,인천광역시 중구 운남동 1654-3,37.48381815,126.5312884,97629.0,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00110,영종하늘도시 14호,근린공원,,인천광역시 중구 운남동 1690-14,37.48043144,126.5152632,43441.0,,,,,,2012-12-28,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00111,영종하늘도시 15호,근린공원,,인천광역시 중구 중산동 1960-6,37.48569764,126.5643358,48505.0,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00112,영종하늘도시 21호,근린공원,,인천광역시 중구 중산동 1935-13,37.49882536,126.5769702,19482.0,,,,,,2012-12-28,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00113,영종하늘도시 22호,근린공원,,인천광역시 중구 중산동 1938-39,37.49640288,126.578086,58404.0,,,,,,2012-12-28,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00114,영종하늘도시 27호,근린공원,,인천광역시 중구 운서동3076-1,37.49449481,126.5079085,10926.0,,,,,,2009-12-02,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00115,영종하늘도시 29호,근린공원,,인천광역시 중구 운남동 1766-3,37.48825833,126.5468859,20127.0,,,,,,2009-12-02,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00117,영종하늘도시 34호,근린공원,,인천광역시 중구 운남동 1745-10,37.48208223,126.5404028,43514.0,,,,,,2012-12-28,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00118,영종하늘도시 35호,근린공원,,인천광역시 중구 운남동 1681-9,37.48016056,126.5091137,55128.0,,,,,,2012-12-28,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00119,영종하늘도시 36호,근린공원,,인천광역시 중구 중산동 1926-19,37.49713743,126.5759112,10172.0,,,,,,2015-12-30,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00120,영종하늘도시 37호,근린공원,,인천광역시 중구 운남동 1722-84,37.4791058523,126.5336431875,28384.0,,,,,,2015-12-30,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00121,영종하늘도시 38호,근린공원,,인천광역시 중구 운남동1649-1,37.48627044,126.5308996,54685.0,,,,,,2015-12-30,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00075,미단시티 2호,근린공원,,인천광역시 중구 운북동 1280-3,37.5170958263,126.5322437756,66408.0,풋살장+배드민턴장,조합놀이대+흔들놀이기구,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00076,미단시티 3호,근린공원,,인천광역시 중구 운북동 1270-3,37.5254472074,126.5242280054,44905.0,,,주차장,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00077,미단시티 4호,근린공원,,인천광역시 중구 운북동 1273,37.5254995484,126.522546849,15940.0,,,화장실,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00078,미단시티 5호,근린공원,,인천광역시 중구 운북동 1274-1,37.5246758536,126.5211357219,10678.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00079,미단시티 6호,근린공원,,인천광역시 중구 운북동 1275-1,37.5239628508,126.5199418887,10001.0,,바닥분수,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00080,미단시티 7호,근린공원,,인천광역시 중구 운북동 1285-5,37.52345798,126.5172543,18301.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00081,미단시티 8호,근린공원,,인천광역시 중구 운북동 1265-5,37.52877363,126.5144327,65176.0,풋살장+배드민턴장,,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00085,미단시티 9호,근린공원,,인천광역시 중구 운북동 1351-13,37.53124982,126.5063238,40277.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00086,미단시티 10호,근린공원,,인천광역시 중구 운북동 1352-7,37.5295477684,126.5060689186,13795.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00087,미단시티 11호,근린공원,,인천광역시 중구 운북동 1353-11,37.5258236836,126.5019474644,46718.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00088,미단시티 12호,근린공원,,인천광역시 중구 운북동 1366-7,37.5236555333,126.5098731075,37580.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
28110-00089,미단시티 13호,근린공원,,인천광역시 중구 운북동 1353-2,37.530155785,126.5024906657,12774.0,,,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
41111-00001,만석,근린공원,경기도 수원시 장안구 정조로 1067,경기도 수원시 장안구 송죽동 316,37.30064243,127.0042635,329004.3,음악분수1+바닥분수1+노인복지관1+실내배드민턴장1+축구장1+테니스장1+클레이축구장1+게이트볼장1+ 족구장1+X게임장1,,매점1+화장실3,도서관1+미술관1,주차장,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00002,정자,근린공원,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,37.29766409,126.9883063,51089.5,농구장1+게이트볼장1+배드민턴장1+테니스장1,야외무대1,화장실1,도서관1,주차장,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00003,퉁소바위,근린공원,,경기도 수원시 장안구 연무동 산21-1,37.29133938,127.025709,46817.0,배드민턴장1,,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00004,밤밭,근린공원,,경기도 수원시 장안구 천천동 575,37.30059174,126.9758041,10465.7,배드민턴장1,,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00005,샘내,근린공원,경기도 수원시 장안구 만석로 5번길21,경기도 수원시 장안구 천천동 520,37.29576471,126.9819051,15212.6,다목적구장(족구+배트민턴+농구)1,물놀이시설1,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00006,광교,근린공원,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,37.30150454,127.0312636,25849.0,,음악분수1+터널분수1+벽천1+계류1+야외무대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00008,정자문화공원,문화공원,경기도 수원시 장안구 이목로 24-25,경기도 수원시 장안구 정자동 947,37.3095764,126.9864004,39000.0,,바닥분수1,화장실1,,주차장,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41111-00011,5호 체육공원,체육공원,경기도 수원시 장안구 덕영대로 623,경기도 수원시 장안구 정자동 925,37.29073825,126.986498,10634.8,족구장1,,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2024-08-17,3740000,경기도 수원시,경기도
41113-00001,올림픽,근린공원,경기도 수원시 권선구 효원로256번길 16,경기도 수원시 권선구 권선동 1012,37.26147267,127.0285798,57559.1,테니스장1+족구장1+농구장1+배드민턴장1+,,화장실2,,주차장+약수터2,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00002,구운,근린공원,경기도 수원시 권선구 구운로 4번길 34,경기도 수원시 권선구 구운동 464,37.27849556,126.976192,52586.0,게이트볼장1+배드민턴장2+인라인스케이트장1,,화장실2,,약수터2,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00003,권선중앙,근린공원,,경기도 수원시 권선구 권선동 1269,37.25138141,127.0311845,26338.3,배드민턴장2(실내1+실외1)+족구장1+농구장1,,화장실2,,약수터1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00004,권선,근린공원,,경기도 수원시 권선구 권선동 1198,37.24998179,127.0234851,11500.0,게이트볼장1+농구장1,물놀이시설1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00005,오목천,근린공원,경기도 수원시 권선구 오목천로 96,경기도 수원시 권선구 고색동 980,37.24105541,126.973141,21121.3,조합놀이대1+농구장1+족구장1,야외무대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00006,탑동,근린공원,경기도 수원시 권선구 탑동로 57번길 35,경기도 수원시 권선구 탑동 746-1,37.27311789,126.9720697,14574.3,농구장1+족구장1,,화장실1,도서관,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00008,오목호수공원,근린공원,,경기도 수원시 권선구 오목천동 1171,37.24815347,126.9645449,38718.7,,저류지1+부유분수3+야외무대1+휴게쉼터+생태관찰지 등,화장실1+관리사무소,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
41113-00010,솔대,근린공원,,경기도 수원시 권선구 고색동 992,37.23618536,126.9817029,10354.0,농구장1+풋살구장1,유슈지1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2024-08-17,3740000,경기도 수원시,경기도
28110-00074,미단시티 1호,근린공원,,인천광역시 중구 운북동1279,37.5182364676,126.5359036,39204.0,풋살장+인라인장(X-게임장),,,,,2006-10-31,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구,인천광역시
11590-00002,상도,근린공원,서울특별시 동작구 성대로6사길27-18,서울특별시 동작구 상도동 산75,37.49321807,126.9384079,359342.8,,,,,,1940-03-02,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00003,노량진,근린공원,,서울특별시 동작구 노량진동 225-291,37.509371,126.943688,413203.0,,,,,,1940-03-12,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00004,용봉정,근린공원,서울특별시 동작구 현충로2가길17,"서울특별시 동작구 본동 산3-9일대, 흑석동 141-2일대",37.511663,126.958792,80804.2,,,,,,1940-03-12,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00005,현충,근린공원,서울특별시 동작구 사당로23길57-7,서울특별시 동작구 사당동 산24-17,37.48538566,126.9757312,1106402.2,,,,,,1962-12-20,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00006,사육신,역사공원,서울특별시 동작구 노량진로191,서울특별시 동작구 노량진동 155-1,37.51345628,126.9494127,47832.0,,,,,,1963-04-26,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00010,삼일,근린공원,,서울특별시 동작구 사당동 산32,37.483419,126.966736,36660.0,,,,,,1968-05-15,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00012,까치산,근린공원,서울특별시 동작구 현충로55,서울특별시 동작구 흑석동141-2일대,37.51066813,126.9627656,384026.0,,,,,,1971-08-06,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
11590-00024,동작주차,근린공원,,서울특별시 동작구 동작동 326외 1,37.503828,126.977294,42220.0,,,,,,1981-04-29,서울특별시 동작구청,,2024-08-07,3190000,서울특별시 동작구,서울특별시
41480-00168,남두레공원,역사공원,경기도 파주시 해솔로 88,경기도 파주시 목동동 666,37.7286662791,126.7466704225,38536.4,,,,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00169,새암공원,역사공원,,경기도 파주시 야당동 1022,37.7097358779,126.7472066037,84957.8,,,주차장,,벽천,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00170,미래내공원,역사공원,경기도 파주시 가람로116번길 170,경기도 파주시 와동동 1339,37.730512343,126.763396159,56866.4,,,,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00171,도래공원,역사공원,경기도 파주시 파주로 472,경기도 파주시 목동동 896,37.7340809163,126.7392879234,61221.3,,,화장실,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00172,법원 체육공원,체육공원,,경기도 파주시 법원읍 법원리 산 40-3,37.8482071271,126.8837154638,23077.0,,,,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00173,운정건강공원 1,체육공원,경기도 파주시 와석순환로172번길 35,경기도 파주시 동패동 1800,37.7154813275,126.741985759,142201.0,,,,,벽천+생태연못,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00174,운정건강공원 2,체육공원,경기도 파주시 가온로 124-1,경기도 파주시 목동동 1083,37.7202523102,126.7462958585,137958.3,배드민턴장+농구장+게이트볼장+씨름장+러버가든,조합놀이대+그네+흔들놀이기구,화장실+주차장,바닥분수+안개분수+물놀이장,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
28140-00002,화도진공원,근린공원,인천광역시 동구 화도진로 114,인천광역시 동구 화수동 140-1,37.48148073,126.6283533,20830.0,야외운동기구,,주차장+화장실+음수대,병영 11동+유물전시관+한미수교기념비,관리사무실+인공폭포+안내판 등,1986-09-29,인천광역시 동구청,032-770-6204,2025-06-18,3500000,인천광역시 동구,인천광역시
28140-00003,인천교공원,근린공원,인천광역시 동구 방축로 231,인천광역시 동구 송림동 318,37.47784433,126.6696185,94068.8,구민운동장+족구장겸농구장+육상트랙+야외운동기구,조합놀이대+그네+짚라인+미끄럼틀 등,주차장+화장실+음수대+샤워장,어린이교통안전교육장+교육안전전시관+유아숲체험원,관리사무실+화장실+안내판 등,1986-09-29,인천광역시 동구청,032-770-6204,2025-06-18,3500000,인천광역시 동구,인천광역시
28140-00005,송현공원,근린공원,인천광역시 동구 솔빛로 51,인천광역시 동구 송현동 163,37.47777345,126.639225,73323.7,인라인스케이트장+족구장+농구장+야외운동기구,조합놀이대+짚라인+트램폴린 등,주차장+화장실+음수대,달동네박물관+유아숲체험원,관리사무실+분수+인공폭포+생태연못+물놀이터 또랑+생태정원 등,1994-11-07,인천광역시 동구청,032-770-6203,2025-06-18,3500000,인천광역시 동구,인천광역시
41370-00125,세교2지구 제1호 근린공원,근린공원,,경기도 오산시 가수동 산5-2,37.1484359695,127.0503319543,475790.0,,,,,,2013-12-24,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00126,세교2지구 제2호 근린공원,근린공원,,경기도 오산시 벌음동 산33-7,37.1384049793,127.040973,38523.0,,,,,,2013-12-24,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00127,세교2지구 제1호 수변공원,수변공원,,경기도 오산시 궐동 397-3,37.160601561,127.0499202291,12762.0,,,,,,2013-12-24,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00128,세교2지구 제2호 수변공원,수변공원,,경기도 오산시 누읍동 545,37.1399451787,127.045527,14277.0,,,,,,2013-12-24,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41500-00033,진암공원,근린공원,,경기도 이천시 장호원읍 진암리 100-1,37.1101735631,127.6189887763,177579.0,다목적운동장+배드민턴장+농구장,조합놀이대,주차장+화장실,,,1976-12-10,경기도 이천시청,031-645-3831,2025-02-21,4070000,경기도 이천시,경기도
41500-00034,마장근린공원,근린공원,경기도 이천시 마장면 마장로 11,경기도 이천시 마장면 오천리 411,37.2535668451,127.3547039279,15317.0,운동기구,조합놀이대,주차장+화장실,도서관,,2012-09-21,경기도 이천시청,031-645-3831,2025-02-21,4070000,경기도 이천시,경기도
41550-00028,안성체육공원,체육공원,,경기도 안성시 중리동 440,36.9824919619,127.2669686817,12202.0,,,,,,2007-05-28,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00029,퇴미1 공원(29호공원),근린공원,,경기도 안성시 공도읍 만정리 244-3,36.9987863918,127.1786380349,14594.0,,,,,,2007-10-31,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00030,퇴미2 공원(30호공원),근린공원,,경기도 안성시 공도읍 만정리 879,36.9990189927,127.1788563002,10540.0,,,,,,2007-10-31,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00035,4산단 근린공원1,근린공원,,경기도 안성시 미양면 양변리 473,36.9534376117,127.2499766528,16156.0,,,,,,2010-06-04,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00036,4산단 근린공원2,근린공원,,"경기도 안성시 서운면 양촌리 487,488",36.9515695937,127.2567253355,15042.0,,,,,,2010-06-04,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00037,원곡물류단지 근린공원,근린공원,,경기도 안성시 원곡면 칠곡리 921,37.0466657187,127.1630414087,87247.0,,,,,,2010-06-06,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41480-00166,도라산평화공원,역사공원,,경기도 파주시 장단면 노상리 517,37.8984762046,126.714202401,99545.0,,,,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41480-00167,북두레공원,역사공원,,경기도 파주시 목동동 639,37.7310602622,126.7487583734,48257.4,,,,,,,경기도 파주시청,031-940-8406,2025-06-18,4060000,경기도 파주시,경기도
41550-00008,미양공원,근린공원,,경기도 안성시 미양면 계륵리 271-4,36.9784132532,127.2612383877,11763.0,,,,,,1990-12-11,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00017,알미산공원,근린공원,,경기도 안성시 옥산동 365,37.0042189,127.250314,16504.0,,,,,,1998-06-17,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00021,안성맞춤가족공원(17호근린공원),근린공원,,경기도 안성시 공도읍 마정리 112-52,37.0141773942,127.2031143375,22224.0,,,,,,2001-03-26,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41550-00004,금산공원(솔밭공원),근린공원,,경기도 안성시 금산동 189,37.01524123,127.2685391,17000.0,,,,,,1989-01-04,경기도 안성시청,031-678-6893,2025-02-26,4080000,경기도 안성시,경기도
41271-00089,사동7호공원,수변공원,,경기도 안산시 상록구 사동 1510-12,37.296556,126.816798,179521.0,농구장+족구장,,화장실,,,1998-07-03,경기도 안산시청,031-481-2468,2025-03-26,3930000,경기도 안산시,경기도
41271-00090,사동8호공원,근린공원,,경기도 안산시 상록구 사동 1512-2,37.29409072,126.8225099738,16853.0,농구장+족구장,,주차장+화장실,,,1998-07-03,경기도 안산시청,031-481-2468,2025-03-26,3930000,경기도 안산시,경기도
41271-00092,팔곡산공원,근린공원,,경기도 안산시 상록구 팔곡이동 66-15,37.297387,126.878433,86413.0,배드민턴장,,,,,2001-04-13,경기도 안산시청,031-481-2629,2025-03-26,3930000,경기도 안산시,경기도
11680-00117,세천근린공원,근린공원,,서울특별시 강남구 세곡동 603,37.46652497,127.0949058,18856.7,운동기구 등,,"파고라, 장의자 등",,,,,02-3423-6245,2025-01-19,3220000,서울특별시 강남구,서울특별시
28170-00043,배말근린공원,근린공원,,인천광역시 미추홀구 도화동 994-1,37.47413782,126.6579618,14750.0,다목적구장,조합놀이대+그네+시소+흔들그물+어드벤처마운틴,,,,2019-03-11,인천광역시 미추홀구청,032-880-4503,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00051,용현도시농업공원,도시농업공원,인천광역시 미추홀구 매소홀로 155,인천광역시 미추홀구 용현동 627-509,37.446178,126.6417841,18540.0,야외운동기구 8종,,화장실+주차장+음수전,야외학습장,관리사무소+창고,2020-07-20,인천광역시 미추홀구청,032-880-7412,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00053,주인공원,근린공원,,인천광역시 미추홀구 숭의동 440-1,37.45811288,126.648439,29775.0,체력단련장,,,,녹지,2021-09-06,인천광역시 미추홀구청,032-880-4502,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
41190-00076,복사골,근린공원,경기도 부천시 원미구 장말로293번길 45,경기도 부천시 원미구 중동 1212,37.49314025,126.7759044,25783.1,테니스장+농구장+족구장+배드민턴장,그네 등 6개,화장실,,,1990-11-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00084,산들역사,문화공원,,경기도 부천시 소사구 옥길동 773,37.46266239,126.8138408,52761.5,,,화장실,,,2010-04-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
