번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),점포구분명,Unnamed: 29,위도,경도
1660,대규모점포,08_25_01_P,3900000,2002390001307500001,2002-10-23,,1,영업/정상,1,정상영업,,,,,02-6332-9000,9403.0,,경기도 광명시 철산동 367번지,"경기도 광명시 철망산로 87 (철산동, 세이브존)",14243,세이브존 광명점,2024-05-08 10:58:15,U,2024-05-10 02:40:00,쇼핑센터,189007.530744206,441119.378939224,대규모점포,,37.472188,126.876522
1661,대규모점포,08_25_01_P,3470000,2002347001307500002,2002-10-18,,1,영업/정상,1,정상영업,,,,,053-589-6015,8423.26,,대구광역시 달서구 호림동 16번지,"대구광역시 달서구 달서대로 411 (호림동, 모다아울렛)",42714,모다아울렛(MODAoutlet),2024-05-10 11:22:19,U,2024-05-12 02:40:00,전문점,334682.626097655,260547.895903711,대규모점포,,35.835838,128.491414
1662,대규모점포,08_25_01_P,3630000,2002363004107500001,2002-10-18,,1,영업/정상,1,정상영업,,,,,062-962-2500,8467.14,,광주광역시 광산구 쌍암동 694번지 3호,"광주광역시 광산구 첨단강변로99번길 22 (쌍암동, 롯데마트)",62279,롯데쇼핑(주)롯데마트첨단점,2025-05-08 10:05:12,U,2025-05-10 02:40:00,복합쇼핑몰,186442.331564071,190821.237685395,대규모점포,,35.216537,126.851901
1663,대규모점포,08_25_01_P,3660000,2002366001507500003,2002-10-17,,1,영업/정상,1,정상영업,,,,,0423660002,3325.74,,대전광역시 서구 만년동 303호,대전광역시 서구 만년로67번길 36 (만년동),,디지털타운,2024-05-16 20:34:04,U,2024-05-18 02:40:00,그 밖의 대규모점포,234081.538141573,318785.224164759,대규모점포,,36.369315,127.38057
1664,대규모점포,08_25_01_P,3650000,2002365007907500001,2002-10-15,,1,영업/정상,1,정상영업,,,,,042 226 2080,11745.57,,대전광역시 중구 문화동 1번지 17  호,대전광역시 중구 계백로 1690 (문화동),,홈플러스(주) 문화점,2024-02-28 13:31:44,U,2024-03-01 02:40:00,대형마트,236541.282086201,313349.96682002,대규모점포,,36.320245,127.407724
1666,대규모점포,08_25_01_P,3780000,2002378007607500003,2002-09-27,,1,영업/정상,1,정상영업,,,,,0317803000,25571.68,,경기도 성남시분당구 야탑동 357-1호,,,뉴코아백화점,2014-11-25 17:00:57,I,2018-08-31 23:59:59,백화점,,,대규모점포,,,
1668,대규모점포,08_25_01_P,4000000,2002400005007500001,2002-09-06,,1,영업/정상,1,정상영업,,,,,371 2612/371-2520,8575.0,,경기도 오산시 오산동 868호,경기도 오산시 경기대로 271 (오산동),447-801,롯데쇼핑(주) 롯데마트 오산점,2025-04-30 16:55:38,U,2025-05-02 02:40:00,대형마트,206416.225089197,405292.957866229,대규모점포,,37.149426,127.073016
1669,대규모점포,08_25_01_P,3540000,2002354004707500002,2002-09-04,,1,영업/정상,1,정상영업,,,,,032 522 7621,7425.33,,"인천광역시 부평구 청천동 386, 386-1,2호",,,아울렛 아이즈빌,2012-05-02 13:40:33,I,2018-08-31 23:59:59,그 밖의 대규모점포,,,대규모점포,,,
1670,대규모점포,08_25_01_P,3650000,2002365001507500001,2002-08-29,,1,영업/정상,1,정상영업,,,,,042 223 9736,4061.38,,대전광역시 중구 문화동 1번지 19호,대전광역시 중구 중앙로 8 (문화동),,가구갤러리,2025-11-05 13:43:31,U,2025-11-08 02:40:00,전문점,237039.506909715,313572.660234705,대규모점포,,36.322233,127.413283
1671,대규모점포,08_25_01_P,3830000,2002383006207500003,2002-08-29,,1,영업/정상,1,정상영업,,,,,031 687 1052,10130.0,431-060,경기도 안양시동안구 관양동 1608번지 3호,경기도 안양시 동안구 시민대로 300 (관양동),431-815,(주)이마트평촌점,2024-04-18 11:26:27,U,2024-04-20 02:40:00,대형마트,196752.332727486,432521.042909087,대규모점포,,37.394776,126.964114
1672,대규모점포,08_25_01_P,5710000,2010436012407500001,2002-08-22,,1,영업/정상,1,정상영업,,,,,043 2907000,7957.0,360-100,충청북도 청주시 상당구 용암동 2634번지,충청북도 청주시 상당구 용암북로160번길 60 (용암동),360-812,롯데쇼핑(주) 롯데마트상당점,2025-05-20 09:40:29,U,2025-05-22 02:40:00,대형마트,246099.20063665,346706.33715352,대규모점포,,36.620417,127.516141
1673,대규모점포,08_25_01_P,3140000,2002314011407500001,2002-08-09,,1,영업/정상,1,정상영업,,,,2002-08-09,0221632233,38258.0,,서울특별시 양천구 목동 916호,서울특별시 양천구 목동동로 257 (목동),,현대백화점목동점,2024-05-08 09:19:59,U,2024-05-10 02:40:00,백화점,188884.075622342,447186.888604306,대규모점포,,37.526854,126.875035
1674,대규모점포,08_25_01_P,3560000,2009356006807500001,2002-08-01,,1,영업/정상,1,정상영업,,,,,0324538124,14700.94,404-251,인천광역시 서구 가좌1동 118번지,인천광역시 서구 가정로151번길 11 (가좌동),404-251,홈플러스 가좌점,2024-03-06 08:47:07,U,2024-03-08 02:40:00,대형마트,170813.26483128,443985.945396357,대규모점포,,37.497619,126.670731
1675,대규모점포,08_25_01_P,3930000,2002393011407500003,2002-07-24,,1,영업/정상,1,정상영업,,,,,031-445-2080,15909.39,425-807,경기도 안산시 단원구 고잔동 707번지 2호,경기도 안산시 단원구 광덕대로 175 (고잔동),425-807,홈플러스(주)안산고잔점,2024-03-20 09:23:38,U,2024-03-22 02:40:00,대형마트,184766.070784522,423338.223688148,대규모점포,,37.311917,126.828942
1676,대규모점포,08_25_01_P,3010000,2014301013007500025,2002-07-22,,1,영업/정상,1,정상영업,,,,,02-757-3541,6752.63,,,서울특별시 중구 소월로 9 (남창동),100-804,남정종합상가,2020-04-30 15:37:57,U,2020-05-02 02:40:00,그 밖의 대규모점포,197843.820719318,450717.353642797,대규모점포,,37.558729,126.976385
1677,대규모점포,08_25_01_P,3010000,2002301007107500009,2002-07-22,,1,영업/정상,1,정상영업,,,,,6388-1100,13941.72,100-951,서울특별시 중구 을지로6가 18번지 35호,서울특별시 중구 장충단로 253 (을지로6가),100-951,헬로우에이피엠,2014-11-27 09:28:34,I,2018-08-31 23:59:59,그 밖의 대규모점포,200649.776732085,451689.785216541,대규모점포,,37.567493,127.008143
1678,대규모점포,08_25_01_P,3170000,2002317006707500001,2002-06-18,,1,영업/정상,1,정상영업,,2012-01-30,2012-06-24,2012-06-25,028092500,12561.0,,서울특별시 금천구 독산동 295-10 롯데마트 맥스 금천점,"서울특별시 금천구 두산로 71, 롯데마트 맥스 금천점 (독산동)",08524,롯데쇼핑(주) 롯데마트맥스 금천점,2025-05-28 16:43:16,U,2025-05-30 02:40:00,대형마트,190704.904312713,440940.384414334,대규모점포,,37.470594,126.895713
1679,대규모점포,08_25_01_P,4030000,2002403006007500003,2002-06-17,,1,영업/정상,1,정상영업,,,,,031 471 2521,11672.0,,경기도 의왕시 내손동 743호,"경기도 의왕시 계원대학로 7 (내손동, 롯데마트)",437-081,롯데쇼핑(주) 롯데마트 의왕점,2025-05-02 15:46:08,U,2025-05-04 02:40:00,대형마트,197598.213989563,430907.769943711,대규모점포,,37.380243,126.973671
1680,대규모점포,08_25_01_P,3330000,2002333001507500002,2002-06-14,,1,영업/정상,1,정상영업,,,,,051-743-2234,4539.76,,부산광역시 해운대구 중동 1774번지 5호,부산광역시 해운대구 좌동순환로 473 (중동),612-851,해운대로데오아울렛,2012-04-17 10:17:18,I,2018-08-31 23:59:59,그 밖의 대규모점포,397589.4275008,187097.471409001,대규모점포,,35.163662,129.169406
1681,대규모점포,08_25_01_P,3010000,2002301007107500007,2002-06-12,,1,영업/정상,1,정상영업,,,,,02-2250-2002,9067.72,,서울특별시 중구 신당동 193번지 3호,서울특별시 중구 마장로 40 (신당동),100-837,에이피엠패션몰,2021-05-11 10:16:57,U,2021-05-13 02:40:00,그 밖의 대규모점포,201031.479363871,451759.262402974,대규모점포,,37.568118,127.012463
1682,대규모점포,08_25_01_P,3450000,2002345009907500001,2002-05-27,,1,영업/정상,1,정상영업,,,,,213-6011,12588.21,702-062,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),,(주)스펙트럼시티,2017-07-17 17:58:37,I,2018-08-31 23:59:59,그 밖의 대규모점포,343510.573192364,266134.259920881,대규모점포,,35.884915,128.59009
1683,대규모점포,08_25_01_P,3450000,2008345009907500003,2002-05-27,,1,영업/정상,1,정상영업,,,,,213-6001,12333.11,702-062,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),702-062,스펙트럼시티,2017-07-17 18:18:32,I,2018-08-31 23:59:59,시장,343510.573192364,266134.259920881,대규모점포,,35.884915,128.59009
1684,대규모점포,08_25_01_P,5710000,2002436000907500001,2002-05-22,,1,영업/정상,1,정상영업,,,,,043 218 6900,14012.0,,충청북도 청주시 청원구 사천동 48-1번지,충청북도 청주시 청원구 2순환로 364 (사천동),360-220,충북산업용재유통단지,2022-05-17 10:18:01,U,2022-05-19 02:40:00,전문점,,,대규모점포,,,
1686,대규모점포,08_25_01_P,4800000,2002480001307500012,2002-05-16,,1,영업/정상,1,정상영업,,2021-09-23,2022-01-30,,061 2802542,10361.1,,전라남도 목포시 상동 1134호,전라남도 목포시 원형서로 15 (상동),530-826,롯데쇼핑(주)롯데마트맥스 목포점,2025-05-07 14:29:27,U,2025-05-09 02:40:00,대형마트,147706.171172646,144446.120390505,대규모점포,,34.797271,126.42938
1687,대규모점포,08_25_01_P,3780000,2002378007607500001,2002-04-20,,1,영업/정상,1,정상영업,,,,,031-786-2001,20698.77,,경기도 성남시 분당구 구미동 11번지 4호 2001아울렛,"경기도 성남시 분당구 미금일로154번길 20, 2001아울렛 (구미동)",13630,이천일아울렛 분당점,2024-11-22 10:11:54,U,2024-11-24 02:40:00,복합쇼핑몰,209436.079182931,427437.237499513,대규모점포,,37.348929,127.107287
1688,대규모점포,08_25_01_P,3550000,20023550127075,2002-04-19,,1,영업/정상,1,정상영업,,,,,032 717 1052,13534.0,407-063,인천광역시 계양구 작전동 911번지 1호,인천광역시 계양구 봉오대로 785 (작전동),407-825,(주)이마트 계양점,2020-05-01 11:38:09,I,2020-05-03 00:23:20,대형마트,176674.935225112,447677.795056986,대규모점포,,37.531049,126.736899
1689,대규모점포,08_25_01_P,3550000,200235501270751,2002-04-19,,1,영업/정상,1,정상영업,,,,,032 717 1052,13534.0,407-063,인천광역시 계양구 작전동 911번지 1호,인천광역시 계양구 봉오대로 785 (작전동),407-825,(주)이마트 계양점,2020-05-01 12:57:04,I,2020-05-03 00:23:20,대형마트,176674.935225112,447677.795056986,대규모점포,,37.531049,126.736899
1690,대규모점포,08_25_01_P,3550000,200235501270750001,2002-04-19,,1,영업/정상,1,정상영업,,,,,032 717 1052,13534.0,407-063,인천광역시 계양구 작전동 911번지 1호,인천광역시 계양구 봉오대로 785 (작전동),407-825,(주)이마트 계양점,2020-05-01 13:24:00,I,2020-05-03 00:23:20,대형마트,176674.935225112,447677.795056986,대규모점포,,37.531049,126.736899
1691,대규모점포,08_25_01_P,3550000,20021,2002-04-19,,1,영업/정상,1,정상영업,,,,,032 717 1052,13534.0,407-063,인천광역시 계양구 작전동 911번지 1호,인천광역시 계양구 봉오대로 785 (작전동),407-825,(주)이마트 계양점,2024-04-25 15:53:07,U,2024-04-27 02:40:00,대형마트,176674.935225112,447677.795056986,대규모점포,,37.531049,126.736899
1692,대규모점포,08_25_01_P,5080000,2005508010807500001,2002-04-17,,1,영업/정상,1,정상영업,,,,,054 467 1053,9551.12,,경상북도 구미시 광평동 65번지 1호,경상북도 구미시 구미대로 256 (광평동),730-080,(주)이마트 구미점,2024-04-19 11:14:31,U,2024-04-21 02:40:00,그 밖의 대규모점포,322824.51490748,290746.468249832,대규모점포,,36.109476,128.36488
1693,대규모점포,08_25_01_P,5670000,2002528011707500001,2002-04-13,,1,영업/정상,1,정상영업,,,,,055 230 2523,9420.86,,경상남도 마산시 창포동1가 8번지 1호,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가),631-343,롯데쇼핑(주) 롯데마트 마산점,2025-06-04 13:24:13,U,2025-06-06 02:40:00,구분없음,342094.201087284,188019.880247417,대규모점포,,35.181341,128.56073
1694,대규모점포,08_25_01_P,3110000,2002311008807500001,2002-04-09,,1,영업/정상,1,정상영업,,,,,02-389-1100,5042.9,,서울특별시 은평구 불광동 311번지 13호,서울특별시 은평구 통일로 856 (불광동),,메트로,2014-10-14 09:06:06,I,2018-08-31 23:59:59,쇼핑센터,192998.202204135,457479.99522553,대규모점포,,37.619635,126.921478
1695,대규모점포,08_25_01_P,5670000,2002527002207500001,2002-03-15,,1,영업/정상,1,정상영업,,,,,055 211 1052,10909.0,642-845,경상남도 창원시 성산구 중앙동 91번지,경상남도 창원시 성산구 원이대로 608 (중앙동),642-845,(주) 이마트 창원점,2023-07-04 17:31:23,U,2023-07-06 02:40:00,대형마트,352870.655048828,193192.657445858,대규모점포,,35.226366,128.67995
1696,대규모점포,08_25_01_P,4530000,2014453023307500001,2002-03-06,,1,영업/정상,1,정상영업,,,,,041-661-0005,8324.71,,,충청남도 서산시 충의로 25-12 (예천동),356-808,롯데쇼핑(주)롯데마트서산점,2025-05-02 09:18:06,U,2025-05-04 02:40:00,대형마트,,,대규모점포,,,
1697,대규모점포,08_25_01_P,3740000,2002374001107500001,2002-02-26,,1,영업/정상,1,정상영업,,,,,031-231-8128,16703.75,,경기도 수원시팔달구 인계동 1045호,경기도 수원시 팔달구 효원로 257 (인계동),,홈플러스(주) 동수원점,2024-03-06 09:01:58,U,2024-03-08 02:40:00,대형마트,202602.629959972,417869.723857315,대규모점포,,37.262767,127.030131
1699,대규모점포,08_25_01_P,3450000,2005345008907500001,2002-02-08,,1,영업/정상,1,정상영업,,,,,053 6091050,8651.61,,대구광역시 북구 칠성동2가 20번지 1호,대구광역시 북구 침산로 93 (칠성동2가),,(주)이마트 칠성점,2024-04-30 16:09:16,U,2024-05-02 02:40:00,대형마트,343510.573192364,266134.259920881,대규모점포,,35.884915,128.59009
1700,대규모점포,08_25_01_P,3660000,2002366001507500001,2002-01-19,,1,영업/정상,1,정상영업,,,,,0424791053,9623.17,302-121,대전광역시 서구 둔산1동 959번지 2호,대전광역시 서구 둔산북로 41 (둔산동),,주식회사 이마트 둔산점,2024-05-16 20:14:14,U,2024-05-18 02:40:00,구분없음,233873.025973088,317345.757178114,대규모점포,,36.35635,127.378184
1701,대규모점포,08_25_01_P,3010000,2009301010007500003,2002-01-15,,1,영업/정상,1,정상영업,,,,,3783-5204,21481.63,100-810,서울특별시 중구 명동2가 83번지 5호,서울특별시 중구 명동길 14 (명동2가),,눈스퀘어,2016-06-15 17:43:30,I,2018-08-31 23:59:59,그 밖의 대규모점포,198418.741655644,451237.168596152,대규모점포,,37.563413,126.982891
1702,대규모점포,08_25_01_P,4390000,2002439002407500001,2002-01-08,,1,영업/정상,1,정상영업,,,,,043 841 2500,9854.37,,충청북도 충주시 칠금동 849번지 00호,충청북도 충주시 봉계1길 49 (칠금동),380-965,롯데쇼핑(주)롯데마트충주점,2025-05-08 09:12:43,U,2025-05-10 02:40:00,대형마트,281360.558407973,387072.883137435,대규모점포,,36.981762,127.914601
1703,대규모점포,08_25_01_P,3930000,2002393011407500002,2002-01-04,,1,영업/정상,1,정상영업,,,,,003104173737,5729.77,,경기도 안산시상록구 사동 1531호,경기도 안산시 상록구 삼리로 49 (사동),,안산의류상설할인매장 B동,2014-10-22 11:52:47,I,2018-08-31 23:59:59,전문점,186273.656995747,422561.165688697,대규모점포,,37.304939,126.845963
1705,대규모점포,08_25_01_P,5670000,2001527018207500001,2001-12-24,,1,영업/정상,1,정상영업,,,,,055-279-2500,27497.64,,경상남도 창원시 상남동 79호,경상남도 창원시 성산구 중앙대로 124 (상남동),,롯데백화점 창원점,2025-12-31 07:50:22,U,2026-01-02 02:40:00,백화점,353052.944834244,192993.337825028,대규모점포,,35.224542,128.681914
1706,대규모점포,08_25_01_P,4810000,2005481001907500001,2001-12-20,,1,영업/정상,1,정상영업,,,,,061-650-1053,8991.0,,전라남도 여수시 오림동 405-1호,전라남도 여수시 좌수영로 277 (오림동),550-210,(주)이마트여수점,2024-04-19 09:04:31,U,2024-04-21 02:40:00,복합쇼핑몰,265386.473014616,140174.042858943,대규모점포,,34.758015,127.71497
1707,대규모점포,08_25_01_P,3100000,1999310009607500002,2001-12-07,,1,영업/정상,1,정상영업,,,,,02-986-2080,12840.0,139-926,서울특별시 노원구 중계동 509번지 2호,서울특별시 노원구 동일로204가길 12 (중계동),139-926,홈플러스(주) 중계점,2025-08-24 08:48:54,U,2025-08-26 02:40:00,대형마트,205985.953324881,459730.43776924,대규모점포,,37.639919,127.068608
1708,대규모점포,08_25_01_P,3180000,2001318007607500032,2001-12-03,,1,영업/정상,1,정상영업,,,,,0221658101,35687.74,150-991,서울특별시 영등포구 문래동3가 55번지 3호,서울특별시 영등포구  당산로  42 (문래동3가),150-991,홈플러스(주) 영등포점,2024-03-06 16:33:10,U,2024-03-08 02:40:00,대형마트,190729.506453391,446227.07504062,대규모점포,,37.518227,126.895924
1711,대규모점포,08_25_01_P,5020000,2005502010207500001,2001-11-21,,1,영업/정상,1,정상영업,,,,,054 223 1052,12499.62,790-350,경상북도 포항시 남구 인덕동 161번지 176호,경상북도 포항시 남구 냉천로 10 (인덕동),790-832,(주)이마트 포항점,2024-04-29 16:37:28,U,2024-05-01 02:40:00,복합쇼핑몰,416216.471156814,279431.541837674,대규모점포,,35.991309,129.398349
1712,대규모점포,08_25_01_P,3370000,2005337001407500001,2001-11-17,,1,영업/정상,1,정상영업,,,,,051-860-1050,13800.0,,부산광역시 연제구 연산동 822-7호,부산광역시 연제구 연수로 89 (연산동),611-749,(주)이마트 연제점,2024-04-17 09:57:05,U,2024-04-19 02:40:00,대형마트,389532.511756755,188309.453546847,대규모점포,,35.176129,129.08131
1713,대규모점포,08_25_01_P,3740000,2001374001107500003,2001-11-17,,1,영업/정상,1,정상영업,,,,,031-201-7283,30647.0,,경기도 수원시영통구 영통동 960번지 1호,경기도 수원시 영통구 봉영로 1579 (영통동),,롯데쇼핑(주) 롯데마트 영통점,2022-05-10 11:58:19,U,2022-05-12 02:40:00,대형마트,206280.421991805,416752.265654667,대규모점포,,37.252681,127.071583
1714,대규모점포,08_25_01_P,3650000,2001365001507500001,2001-11-10,,1,영업/정상,1,정상영업,,2011-01-18,2012-01-15,,224-1001,3375.0,,대전광역시 중구 은행동 48번지 1호,"대전광역시 중구 중앙로 160 (은행동, 밀라노21)",34921,밀라노21 운영관리위원회,2016-06-16 21:45:59,I,2018-08-31 23:59:59,그 밖의 대규모점포,238293.956646246,314320.979241088,대규모점포,,36.328927,127.427289
1715,대규모점포,08_25_01_P,3690000,2006369006007500001,2001-11-06,,1,영업/정상,1,정상영업,,,,,052-702-8087,17700.0,681-809,울산광역시 중구 복산2동 100번지,울산광역시 중구 번영로 475 (복산동),681-809,홈플러스(주) 울산점,2024-03-06 16:12:33,U,2024-03-08 02:40:00,대형마트,411601.338446216,231915.243733168,대규모점포,,35.564432,129.334671
1716,대규모점포,08_25_01_P,3110000,2010311013107500001,2001-10-31,,1,영업/정상,1,정상영업,,,,,02-380-1054,16105.48,122-010,서울특별시 은평구 응암동 90번지 1호,서울특별시 은평구 은평로 111 (응암동),,(주)이마트 은평점,2024-04-16 13:18:26,U,2024-04-18 02:40:00,대형마트,192882.837727443,455340.54056388,대규모점포,,37.600358,126.920193
1717,대규모점포,08_25_01_P,3450000,2001345007307500028,2001-10-22,,1,영업/정상,1,정상영업,,,,,053-607-8000,14022.0,,대구광역시 북구 동천동 968호,대구광역시 북구 동암로12길 8 (동천동),,(주)홈플러스 칠곡점,2024-03-07 16:00:34,U,2024-03-09 02:40:00,대형마트,340320.722709596,272735.675659876,대규모점포,,35.94485,128.555939
1718,대규모점포,08_25_01_P,3670000,2001367001407500001,2001-10-16,,1,영업/정상,1,정상영업,,,,,042-540-2500,16205.68,,대전광역시 유성구 원내동 33호 외 19필지,대전광역시 유성구 유성대로 26-37 (원내동),305-252,롯데쇼핑(주) 롯데마트 서대전점,2025-05-09 11:32:10,U,2025-05-11 02:40:00,대형마트,228962.548245134,311265.617953081,대규모점포,,36.301718,127.323251
1719,대규모점포,08_25_01_P,3590000,2001359001107500001,2001-10-10,,1,영업/정상,1,정상영업,,,,,062-718-9331,18487.0,,광주광역시 동구 충장로4가 29번지 2호 외3필지,광주광역시 동구 중앙로 163 (충장로4가),501-725,NC WAVE 충장점,2024-11-28 10:49:07,U,2024-11-30 02:40:00,쇼핑센터,192005.763977005,183296.861295777,대규모점포,,35.148776,126.913079
1720,대규모점포,08_25_01_P,3180000,2001318007607500031,2001-09-25,,1,영업/정상,1,정상영업,,,,,02-2165-2521,12066.16,,서울특별시 영등포구 영등포동8가 62번지 1호,서울특별시 영등포구 영중로 125 (영등포동8가),150-038,롯데쇼핑(주) 롯데마트맥스 영등포점,2025-05-14 10:32:39,U,2025-05-16 02:40:00,대형마트,191503.386111551,447289.548355449,대규모점포,,37.527807,126.904666
1721,대규모점포,08_25_01_P,3300000,2012330007907500001,2001-09-17,,1,영업/정상,1,정상영업,,,,,051-668-2202,29893.22,,,부산광역시 동래구 중앙대로 1393 (온천동),607-716,롯데백화점 동래점,2025-05-02 17:37:13,U,2025-05-04 02:40:00,백화점,389097.800933845,192260.811648263,대규모점포,,35.211803,129.077447
1722,대규모점포,08_25_01_P,3740000,2001374001107500002,2001-09-13,,1,영업/정상,1,정상영업,,,,,031-8065-3614,26072.06,,경기도 수원시권선구 권선동 1189호,경기도 수원시 권선구 경수대로 270 (권선동),,NC수원 터미널점,2024-12-02 17:09:38,U,2024-12-04 02:40:00,그 밖의 대규모점포,201782.733115582,416501.699707548,대규모점포,,37.250442,127.020885
1723,대규모점포,08_25_01_P,3740000,2013374017307500001,2001-09-13,,1,영업/정상,1,정상영업,,,,,031-207-1054,10907.67,,,경기도 수원시 권선구 경수대로 270 (권선동),441-713,(주)이마트 수원점,2024-04-29 10:48:09,U,2024-05-01 02:40:00,대형마트,201782.733115582,416501.699707548,대규모점포,,37.250442,127.020885
1724,대규모점포,08_25_01_P,4681000,2001468002007500001,2001-08-28,,1,영업/정상,1,정상영업,,,,,063-830-2500,11765.0,,전북특별자치도 익산시 영등동 833번지 2호,전북특별자치도 익산시 무왕로 1053 (영등동),570-982,롯데쇼핑(주)롯데마트 익산점,2025-05-08 17:58:50,U,2025-05-11 02:40:00,대형마트,197583.920751451,273199.222864609,대규모점포,,35.959091,126.97402
1725,대규모점포,08_25_01_P,3070000,2001307013407500001,2001-08-11,,1,영업/정상,1,정상영업,,,,,02  21173014,36583.0,,서울특별시 성북구 길음동 20번지 1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",136-719,현대백화점 미아점,2024-04-08 17:44:03,U,2024-04-10 02:40:00,백화점,202466.801084521,456227.571720914,대규모점포,,37.608374,127.028725
1726,대규모점포,08_25_01_P,4090000,2001409006507500004,2001-08-01,,1,영업/정상,1,정상영업,,,,,031 999 8000,12971.0,415-010,경기도 김포시 감정동 692번지,경기도 김포시 중봉로 14 (감정동),415-010,홈플러스 주식회사 김포점,2024-02-21 18:08:15,U,2024-02-23 02:40:00,대형마트,173328.23709684,457991.128265107,대규모점포,,37.623878,126.69866
1727,대규모점포,08_25_01_P,3910000,2001391014907500001,2001-07-30,,1,영업/정상,1,정상영업,,,,,031-371-1234,9364.0,,경기도 평택시 지제동 50호,경기도 평택시 영신로 29 (지제동),,주)이마트평택점,2024-04-17 10:52:34,U,2024-04-19 02:40:00,대형마트,206675.071220529,391060.040415712,대규모점포,,37.021177,127.075804
1728,대규모점포,08_25_01_P,3290000,2008329008507500004,2001-07-27,,1,영업/정상,1,정상영업,,,,,896-2263,3540.51,614-102,부산광역시 부산진구 당감동 109번지 4호,부산광역시 부산진구 가야대로 635-12 (당감동),614-816,금호그랜드,2018-10-05 14:16:35,U,2018-10-07 02:37:31,그 밖의 대규모점포,385962.216302965,186038.510981912,대규모점포,,35.156339,129.04163
1730,대규모점포,08_25_01_P,3700000,2009370005307500001,2001-07-20,,1,영업/정상,1,정상영업,,,,,052-960-2812,29960.0,680-746,울산광역시 남구 삼산동 1480번지 1호 롯데백화점,울산광역시 남구 삼산로 288 (삼산동),680-746,롯데백화점 울산점,2025-05-07 08:48:46,U,2025-05-09 02:40:00,백화점,412001.966655452,229039.563308072,대규모점포,,35.53845,129.338335
1731,대규모점포,08_25_01_P,4191000,2001419000007500001,2001-06-27,,1,영업/정상,1,정상영업,,,,,033-749-8888,3495.91,,강원특별자치도 원주시 단계동 803번지 2호 원주원예농협하나로클럽,"강원특별자치도 원주시 무실로 182, 원주원예농협하나로클럽 (단계동)",26434,원주원예농협하나로클럽,2019-08-23 09:23:10,I,2023-06-13 00:00:00,쇼핑센터,283125.943357781,426975.404734288,대규모점포,,37.341102,127.938855
1732,대규모점포,08_25_01_P,3550000,20013,2001-06-27,,1,영업/정상,1,정상영업,,,,,032 540 8124,18735.0,407-062,인천광역시 계양구 작전동 448번지 7호,인천광역시 계양구 계양대로 27 (작전동),407-816,홈플러스(주) 작전점,2024-02-28 17:19:13,U,2024-03-01 02:40:00,대형마트,175291.982296046,447141.041163927,대규모점포,,37.526177,126.721271
1733,대규모점포,08_25_01_P,3180000,2001318007607500030,2001-06-20,,1,영업/정상,1,정상영업,,2019-07-01,2020-06-30,,02-2630-0220,4447.16,,서울특별시 영등포구 당산동5가 16번지 7호,서울특별시 영등포구 양평로 47 (당산동5가),150-045,이랜드리테일 당산점,2024-12-02 15:53:26,U,2024-12-04 02:40:00,그 밖의 대규모점포,191177.584475692,447965.645513185,대규모점포,,37.533896,126.900972
1734,대규모점포,08_25_01_P,3940000,2001394005707500024,2001-05-26,,1,영업/정상,1,정상영업,,,,,"947-2500, 930-2011",6916.04,,경기도 고양시덕양구 화정동 982호,경기도 고양시 덕양구 화중로 66 (화정동),412-827,롯데쇼핑(주) 롯데마트 화정점,2025-05-15 18:11:26,U,2025-05-17 02:40:00,대형마트,185024.681774615,458969.125315118,대규모점포,,37.632955,126.831132
1735,대규모점포,08_25_01_P,3450000,2001345007307500032,2001-05-22,,1,영업/정상,1,정상영업,,,,,053 6011500,12937.27,,대구광역시 북구 산격동 1667호,대구광역시 북구 유통단지로 60 (산격동),,대구종합유통단지 섬유제품관,2025-05-19 16:32:33,U,2025-05-21 02:40:00,그 밖의 대규모점포,345250.756579118,268519.387279206,대규모점포,,35.906146,128.609789
1736,대규모점포,08_25_01_P,5130000,2001513001707500001,2001-05-12,,1,영업/정상,1,정상영업,,,,,0220125805,12133.0,,경상북도 경산시 중방동 332번지 13호,경상북도 경산시 중앙로 39 (중방동),,NC 경산점,2025-02-27 13:14:37,U,2025-03-01 02:40:00,쇼핑센터,356401.773686684,259344.674567842,대규모점포,,35.821779,128.731466
1737,대규모점포,08_25_01_P,3060000,2005306007507500001,2001-04-18,,1,영업/정상,1,정상영업,,,,,02-439-1144,9776.28,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131-858,코스트코홀세일 상봉점,2015-12-03 17:54:05,I,2018-08-31 23:59:59,대형마트,207897.260402153,454953.363448013,대규모점포,,37.596864,127.090212
