시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
수원시,청산,재건축,천천주공,경기도 수원시 영통구 원천동 74,134582,1986,64,1990,123,575,941,228,123,2571,1973,388,210,2361,,515,820,814,212,210,,,210,80%,245%,2030,1984,조합,2003,2009,,,,2005-03-28,,,,2003-03-14,2005-04-04,,2005-12-15,2006-03-27,2006-07-14,2009-01-08,2009-01-15,,031-5191-3414,
수원시,청산,재건축,권선주공 2단지아파트,경기도 수원시 영통구 원천동 73,61894,1985,34,758,21,219,421,76,21,1018,727,188,103,915,,370,210,170,165,103,103,,,90%,229%,728,728,조합,2003,2009,,,,2005-04-04,,,,2003-04-07,2005-04-26,,2005-12-16,2006-11-16,2006-12-06,2009-03-23,2009-04-03,,031-5191-3414,
수원시,청산,재건축,화서주공 2단지아파트,경기도 수원시 영통구 원천동 72,84660,1978,36,1630,120,482,715,193,120,1690,1545,18,127,1563,,,267,1148,148,127,,,127,110%,243%,1392,1392,조합,2001,2009,,,,2005-03-28,,,,2000-12-19,2005-04-06,,2005-12-23,2006-06-26,2006-12-01,2009-12-17,2010-03-18,,031-5191-3414,
수원시,청산,재건축,송림아파트,경기도 수원시 영통구 원천동 71,24784,1982,11,350,17,106,175,35,17,481,343,138,,481,,,109,284,88,,,,,140%,229%,355,355,조합,1999,2009,,,,2004-11-08,,,,1999-11-30,2004-12-22,,2005-05-07,2005-05-13,2005-05-26,2009-07-24,2009-08-25,,031-5191-3414,
수원시,청산,재건축,권선주공 1.3차아파트,경기도 수원시 영통구 원천동 70,96058,1983,73,1166,81,335,539,132,79,1754,1149,411,194,1560,,174,708,378,300,194,194,,,160%,240%,1015,1015,조합,2003,2011,,,,2005-01-10,,,,2003-05-23,2005-03-18,,2005-12-26,2007-10-31,,2011-09-21,2011-12-13,,031-5191-3414,
수원시,준공,주거환경개선,행궁지구,경기도 수원시 영통구 원천동 69,137475,1923~2010,553,1680,1680,,,,,,,,,,,,,,,,,,,200%,,195,,市,2014,2016,2014-05-23,,,2014-05-23,,,,,,,,2014-05-14,,2015-12-31,,,031-228-3398,
수원시,준공,주거환경개선,매산지구,경기도 수원시 영통구 원천동 68,94896,1955~2013,678,1247,1247,,,,,,,,,,,,,,,,,,,200%,,678,,市,2015,2019,2015-01-09,2014-12-31,2014-11-18,2015-01-09,,,,,,,,2016-08-11,,2019-12-31,,,031-228-3398,
수원시,준공,주거환경개선,113-4구역(세류지구),경기도 수원시 영통구 원천동 67,230283,1900~1980,911,2787,1112,1297,327,45,6,2682,2097,,585,2097,,451,1484,162,,585,401,184,,250%,200%,1372,,LH,2006,2014,2006-09-14,,,2006-12-11,,,,,2007-11-06,,,2012-12-31,2014-04-09,2015-08-06,,,031-228-3499,
수원시,준공,재건축,우람아파트,경기도 수원시 영통구 원천동 66,37641,1981,22,696,8,207,409,64,8,807,670,83,54,753,,,112,496,145,54,54,,,80%,247%,711,711,조합,2003,2009,,,,2005-05-09,,,,2000-12-04,2005-05-17,,2005-12-27,2006-06-30,2008-10-23,2009-05-22,2009-05-28,,031-5191-3414,
수원시,준공,재건축,향원아파트,경기도 수원시 영통구 원천동 65,23239,1979,10,590,222,116,185,45,22,431,287,114,30,401,,,86,219,96,30,,30,,60%,249%,339,339,조합,1997,2009,,,,2005-05-12,,,,1996-01-30,2005-05-17,,2005-12-26,2006-12-05,2006-12-14,2009-09-24,2009-10-16,,031-5191-3414,
수원시,예정구역,재건축,파장1(삼익아파트),경기도 수원시 영통구 원천동 36,10737,1978,3,220,,22,132,66,,,,,,,,,,,,,,,,170%,,,,,2023,,2019-03-04,2024-12-31,,,,,,2023-09-04,,,,,,,,,031-5191-3414,
수원시,예정구역,재건축,원천1(아주아파트),경기도 수원시 영통구 원천동 37,10494,1983,9,230,,134,60,36,,,,,,,,,,,,,,,,172%,,,,,2024,,2019-03-04,2024-12-31,,,,,,2020-07-03,,,,,,,,,031-5191-3397,
수원시,예정구역,재건축,"우만1(우만주공1,2단지)",경기도 수원시 영통구 원천동 38,82433,1988,25,1484,,500,864,120,,,,,,,,,,,,,,,,123%,,,,,2023,,2019-03-04,2024-12-31,,,,,,2023-08-02,,,,,,,,,031-5191-3397,
수원시,예정구역,재건축,망포1(청와아파트),경기도 수원시 영통구 원천동 39,15305,1988,21,353,,273,80,,,,,,,,,,,,,,,,,126%,,,,,2024,,2019-03-04,2024-12-31,,,,,,2024-05-30,,,,,,,,,031-5191-3414,
수원시,예정구역,재건축,세류1(미영아파트),경기도 수원시 영통구 원천동 40,28654,1989,11,600,,208,320,72,,,,,,,,,,,,,,,,123%,,,,,2026,,2019-03-04,2026-12-31,,,,,,,,,,,,,,,031-5191-3397,
수원시,예정구역,재개발,팔달2매산(성매매집결지),경기도 수원시 영통구 원천동 41,22662,,,93,,,,,,,,,,,,,,,,,,,,,500%,51,,,,,2017-05-04,2018-12-31,,,,,,,,,,,,,,,031-5191-3499,
수원시,조합설립,재건축,구운1(삼환아파트),경기도 수원시 영통구 원천동 42,67751,1991,15,1687,,307,1260,120,,,,,,,,,,,,,,,,228%,270%,1710,1412,조합,2023,,2022-06-16,2023-12-15,2023-12-15,2023-12-15,,2024-04-25,,2021-12-23,2024-11-22,,,,,,,,031-5191-3414,
수원시,사업시행,재건축,권선 2구역(성일아파트),경기도 수원시 영통구 원천동 43,16524,1987,7,370,,370,,,,430,430,,,430,,278,152,,,,,,,138%,230%,370,374,조합,2016,2026,2012-09-26,2010-05-31,2018-05-31,2018-05-31,2021-06-30,2019-02-14,,2016-09-05,2023-08-11,,,,,,,,031-5191-3397,
수원시,관리처분,재건축,팔달 1구역(현대아파트),경기도 수원시 영통구 원천동 44,58773,1985,43,563,,,,423,140,1195,1195,,,1195,,634,392,169,,,,,,124%,250%,469,459,조합,2016,2026,2012-09-26,2009-07-10,2015-12-16,2015-12-16,2020-03-02,2016-03-17,2013-02-15,2013-08-02,2021-06-21,,2025-04-25,,,,,,031-5191-3414,
수원시,관리처분,재건축,권선 1구역(동남아파트),경기도 수원시 영통구 원천동 45,18331,1987,8,380,,,380,,,440,440,,,440,,301,139,,,,,,,130%,230%,380,381,조합,2016,2026,2012-09-26,2009-07-03,2018-05-31,2018-05-31,2021-05-27,2018-08-27,,2016-09-05,2023-03-24,,2025-03-13,,,,,,031-5191-3414,
수원시,관리처분,재개발,영통1구역,경기도 수원시 영통구 원천동 46,52200,1980~2011,157,907,45,272,454,91,45,976,573,311,92,884,2,581,245,56,,92,65,27,,200%,238%,519,513,조합,2012,,2012-09-26,2017-01-09,2017-01-09,2017-01-09,2022-01-21,2017-06-29,,,2023-09-07,,2025-03-21,,,,,,031-5191-2417,
수원시,관리처분,재건축,"영통 2구역(매탄주공 4,5단지)",경기도 수원시 영통구 원천동 47,222842,1985,65,2440,,1164,132,1008,136,4002,2434,1568,,3642,,150,2561,908,23,,,,,"73%, 127%",260%,2420,2376,조합,2016,2025,2012-09-26,2009-01-12,2015-12-31,2015-12-16,,2016-10-31,2013-02-15,2013-08-02,2021-05-03,,2022-07-29,,,,,,031-5191-3414,
수원시,관리처분,재건축,115-12구역,경기도 수원시 영통구 원천동 48,44549,1983,12,1185,,423,546,216,,1305,1008,297,,1305,,1077,228,,,,,,,184%,250%,1165,1004,조합,2006,2025,2006-09-14,2009-04-21,2012-05-21,2012-10-19,,2009-12-15,,2011-05-31,2020-08-07,,2023-08-02,,,,,,031-5191-3397,
수원시,관리처분,재개발,115-3,경기도 수원시 영통구 원천동 49,63233,1978~2005,231,980,29,120,177,96,121,1171,636,451,84,1087,,602,455,30,,84,36,48,,200%,223%,580,541,조합,2006,,2006-09-14,2009-03-13,2009-03-13,2009-03-13,2017-08-30,2006-11-08,,,2011-09-08,,2023-06-02,,,,,,031-5191-3637,
수원시,착공,재개발,115-10,경기도 수원시 영통구 원천동 51,83207,1984~2005,369,1018,51,305,509,102,51,1154,502,593,59,1095,,193,762,109,31,59,59,,,200%,195%,574,337,조합,2006,,2006-09-14,2010-05-31,2010-05-31,2010-06-01,2019-01-04,2006-12-28,,,2017-03-09,,2018-06-20,2023-01-27,2023-02-02,,,,031-5191-3637,
수원시,착공,재개발,113-6,경기도 수원시 영통구 원천동 52,126336,1978~2005,494,1819,69,413,689,138,69,2178,791,1231,156,2022,,619,1319,84,0,156,156,,,200%,229%,983,709,조합,2006,,2006-09-14,2009-01-12,2009-01-12,2009-01-12,2016-08-25,2007-01-22,,,2012-06-18,,2018-06-08,2023-12-06,2023-12-13,,,,031-5191-2417,
수원시,착공,재개발,111-1,경기도 수원시 영통구 원천동 53,138401,1950~2005,441,1660,70,422,703,141,70,2607,815,1608,184,2423,,1323,992,108,,184,184,,,200%,230%,930,744,조합,2006,2024,2006-09-14,2009-04-21,2009-04-21,2009-04-21,2019-08-22,2006-11-08,,,2015-05-19,,2018-04-10,2021-02-26,2021-02-26,,,,031-5191-2417,
수원시,준공,재개발,113-12,경기도 수원시 영통구 원천동 54,44759,1978~2005,101,518,26,155,259,52,26,930,150,713,67,863,4,396,463,,,67,67,,,200%,229%,167,126,조합,2006,2022,2006-09-14,2009-05-20,2009-05-20,2009-05-20,2017-05-01,2006-12-15,,,2017-12-05,,2018-10-17,2019-12-12,2020-03-09,2025-05-13,2025-08-28,,031-5191-3637,
수원시,준공,재개발,115-9,경기도 수원시 영통구 원천동 55,171786,1978~2005,696,2061,103,618,1031,206,103,3432,1026,2165,241,3191,343,1142,1619,87,,241,241,,,200%,245%,1328,957,조합,2006,2023,2006-09-14,2009-07-10,2009-07-10,2009-07-10,2019-09-11,2006-11-21,,,2015-12-11,,2017-03-23,2020-06-18,2020-06-19,2024-10-14,2024-12-19,,031-5191-3483,
수원시,준공,주거환경개선,113-7구역(평동지구),경기도 수원시 영통구 원천동 56,153215,1900~1980,363,916,916,,,,,,,,,,,,,,,,,,,250%,,423,,市,2019,2022,2006-09-14,2010-07-26,,2006-12-11,2021-05-28,,,,,,,,,2022-09-18,,,031-5191-3499,
수원시,준공,재개발,115-8,경기도 수원시 영통구 원천동 57,223011,1978~2005,855,2830,142,849,1414,283,142,3603,1687,1795,121,3482,,1308,1996,178,,121,121,,,200%,222%,1877,1495,조합,2006,2022,2006-09-14,2010-07-26,2010-07-26,2010-07-26,2019-08-13,2008-07-08,,,2016-06-29,,2017-08-25,2019-12-30,2020-02-18,2023-04-12,2023-09-07,,031-5191-3483,
수원시,준공,재개발,115-6,경기도 수원시 영통구 원천동 58,139295,1978~2005,584,1672,84,505,841,158,84,2586,854,1550,182,2404,52,904,1420,28,,182,114,68,,200%,224%,1075,760,조합,2006,2023,2006-09-14,2009-05-25,2009-05-25,2009-05-25,2018-11-07,2007-01-08,,,2015-12-31,,2017-08-02,2019-12-12,2019-12-13,2023-02-10,2023-05-25,,031-5191-3637,
수원시,준공,재개발,111-4,경기도 수원시 영통구 원천동 59,35739,1972~2005,135,406,20,122,203,41,20,666,144,475,47,619,67,152,400,,,47,47,,,200%,228%,259,138,조합,2006,2022,2006-09-14,2009-01-20,2009-01-20,2009-01-20,2019-08-22,2006-11-21,,,2015-07-23,,2017-03-21,2019-11-22,2020-04-09,2022-05-27,2023-02-15,,031-5191-2417,
수원시,준공,재건축,111-5구역,경기도 수원시 영통구 원천동 60,53074,1983,100,941,,941,,,,1130,741,389,,1130,,676,454,,,,,,,220%,249%,765,710,조합,2006,,2006-09-14,2008-12-31,2011-09-08,2012-01-27,2020-02-17,2007-01-04,,2010-05-28,2018-05-23,,2019-03-07,2020-05-12,2020-06-18,2023-12-14,2024-03-28,,031-5191-3414,
수원시,준공,주거환경개선,115-2구역,경기도 수원시 영통구 원천동 61,361976,1900~1980,1397,5822,2304,2664,714,110,30,4871,2675,797,1399,3472,,652,2820,,,1399,500,614,285,250%,187%,3534,,LH,2006,2021,2006-09-14,,,2006-12-26,2008-09-23,,,,2008-11-27,,,2019-01-17,2019-03-12,2023-07-03,,,031-5191-3499,
수원시,준공,재개발,115-1,경기도 수원시 영통구 원천동 62,11501,1978~2005,59,145,7,44,72,15,7,198,45,153,,198,,54,144,,,,,,,200%,220%,79,79,조합,2006,2014,2006-09-14,2009-03-13,2009-03-13,2009-03-13,2011-11-04,2006-11-08,,,2010-11-25,,2011-10-26,2012-06-27,2012-06-28,2014-06-27,2014-09-29,,031-5191-3483,
수원시,준공,재건축,매탄주공2단지아파트,경기도 수원시 영통구 원천동 63,190493,1982,70,2820,,2820,,,,3391,2836,555,,3391,,687,1748,956,,,,,,87%,249%,2918,2595,조합,2002,2008,,,,2004-12-24,,,,2001-01-15,2004-12-31,,2005-04-26,2005-05-16,2005-06-03,2008-05-09,2010-07-27,,031-5191-3414,
수원시,준공,재건축,인계주공아파트,경기도 수원시 영통구 원천동 64,66971,1984,28,830,51,241,396,91,51,1351,828,391,132,1219,,154,543,522,,132,,132,,70%,249%,846,846,조합,2003,2009,,,,2005-05-02,,,,2003-03-24,2005-05-09,,2005-12-26,2006-11-09,2006-11-16,2009-08-26,2010-02-19,,031-5191-3414,
시흥시,준공,주거환경개선,복음자리,경기도 시흥시 신천동 33일대,14193,1979~2003,234,234,234,,,,,313,250,,63,250,,250,,,,63,63,,,50~100%,215%,245,,LH,2005,2010,,,,2005-10-10,,,,,,2005-12-31,,2008-07-17,2008-08-30,2010-07-05,,,031-310-3755,
시흥시,착공,재건축,대야3,경기도 시흥시 대야동 284,34858,1985~1986,19,1025,,1025,,,,1026,997,29,,1026,,954,64,8,,,,,,180%,299%,1025,996,조합,2013,,2015-05-04,2016-12-31,2016-12-30,2016-12-30,2017-11-10,2018-04-03,,2013-07-25,,2020-09-29,2021-11-05,2023-08-10,,,,,031-310-3737,
시흥시,사업시행,재건축,거모3,경기도 시흥시 거모동 1474-1,19681,1989~1991,10,492,,410,82,,,642,,,,642,,407,200,,,,,,,130%,294%,511,504,조합,2013,,2015-05-04,2017-10-01,2017-12-26,2017-12-26,2024-05-23,2021-02-09,,2013-07-10,,2022-12-30,,,,,,,031-310-3755,
시흥시,조합설립,재개발,목감2,경기도 시흥시 목감동 242-9,38522,1980~2020,43,800,800,,,,,0,,,,,,,,,,,,,,280%,300%,792,789,조합,,,2020-12-16,2022-12-31,2022-05-30,2022-05-30,2025-01-23,2023-03-07,,,,,,,,,,,031-310-3736,
시흥시,정비구역,재개발,은행동 산호,경기도 시흥시 은행동 243-1,14621,1980~2020,23,370,301,65,,1,3,0,,,,,,,,,,,,,,230%,250%,382,,,,,2020-12-16,2024-06-30,2024-12-26,2024-12-26,,,,,,,,,,,,,031-310-3755,
시흥시,예정구역,재건축,대야동 삼보,경기도 시흥시 대야동 275,19932,1980~2020,9,335,335,,,,,0,,,,,,,,,,,,,,280%,300%,335,,,,,2020-12-16,2025-12-31,,,,,,2021-11-23,,,,,,,,,031-310-3737,
시흥시,예정구역,재개발,은행2,경기도 시흥시 은행동 276-10,44333,1980~2020,64,783,783,,,,,0,,,,,,,,,,,,,,230%,250%,2036,,,,,2020-12-16,2029-12-31,,,,,,,,,,,,,,,031-310-3755,
시흥시,예정구역,재개발,신천동 동진,경기도 시흥시 신천동 858,21056,1980~2020,32,474,474,,,,,0,,,,,,,,,,,,,,280%,300%,1232,,,,,2020-12-16,2029-12-31,,,,,,,,,,,,,,,031-310-3736,
시흥시,준공,재개발,대야동,경기도 시흥시 대야동 303일대,77864,1900~2003,110,673,673,,,,,1382,379,933,70,1312,105,572,635,,,70,51,19,,100~200%,238%,545,375,조합,2006,,,,,2009-05-22,2015-10-12,2009-09-14,,,,2015-10-08,2016-02-18,2016-12-29,2017-12-08,2021-07-22,2022-03-31,,031-310-3736,
시흥시,조합설립,재개발,은행1,경기도 시흥시 은행동 251-6,23563,1980~2020,69,401,401,,,,,0,,,,,,,,,,,,,,230%,250%,396,396,조합,,,2020-12-16,2022-12-31,2022-04-28,2022-04-28,2025-07-10,2023-02-16,,,,,,,,,,,031-310-3755,
시흥시,예정구역,재개발,포동1,경기도 시흥시 포동 2,82134,1980~2020,95,1275,1275,,,,,0,,,,,,,,,,,,,,280%,300%,3307,,,,,2020-12-16,2025-05-31,,,,,,,,,,,,,,,031-310-3737,
시흥시,예정구역,재개발,목감1,경기도 시흥시 조남동 171-4,63370,1980~2020,57,1534,1534,,,,,0,,,,,,,,,,,,,,280%,300%,3988,,,,,2020-12-16,2024-03-19,,,,,,,,,,,,,,,031-310-3736,
안산시,예정구역,재건축,성포예술인,경기도 안산시 성포동 예술인아파트,71800,1985,13,1485,,3,1482,,,,,,,,,,,,,,,,,226%,,,,,,,2006-09-15,2023-12-31,,,,,2017-11-27,2023-12-26,,,,,,,,,031-481-2909,
안산시,예정구역,재건축,월피연립1,경기도 안산시 상록구 월피동 443,15866,1990~1992,16,292,60,224,8,,,,,,,,,,,,,,,,,114%,,,,,,,2023-02-01,2022-12-31,,,,,2023-02-16,2023-12-26,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,와동연립1,경기도 안산시 단원구 와동 830-1,20914,1990~1992,20,344,,226,118,,,,,,,,,,,,,,,,,110%,,,,,,,2023-02-01,2023-12-31,,,,,2023-09-06,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,와동연립2,경기도 안산시 단원구 와동 723-2,28401,1990~1992,29,503,,295,208,,,,,,,,,,,,,,,,,122%,,,,,,,2023-02-01,2023-12-31,,,,,2023-09-08,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,와동연립3,경기도 안산시 단원구 와동 829,13732,1989~1993,11,255,,215,40,,,,,,,,,,,,,,,,,126%,,,,,,,2023-02-01,2023-12-31,,,,,2023-09-11,2024-07-02,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,성포연립1,경기도 안산시 상록구 성포동 585-2,26616,1992~1994,16,339,,64,232,24,19,,,,,,,,,,,,,,,117%,,,,,,,2023-02-01,2024-12-31,,,,,2024-01-22,2024-07-02,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,와동연립4,경기도 안산시 단원구 와동 851-1,11833,1991~1995,13,226,24,202,,,,,,,,,,,,,,,,,,113%,,,,,,,2023-02-01,2025-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,선경성포,경기도 안산시 상록구 성포동 592,86460,1990,21,1768,,80,1254,330,104,,,,,,,,,,,,,,,217%,,,,,,,2023-02-01,2026-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,현대2월피,경기도 안산시 상록구 월피동 448,43480,1989~1990,18,770,,,590,180,,,,,,,,,,,,,,,,171%,,,,,,,2023-02-01,2026-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양상록수,경기도 안산시 상록구 본오동 880,94171,1990,35,2222,180,780,990,136,136,,,,,,,,,,,,,,,208%,,,,,,,2023-02-01,2026-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양수정,경기도 안산시 단원구 선부동 1086,118871,1991~1992,38,1870,,530,992,142,206,,,,,,,,,,,,,,,167%,,,,,,,2023-02-01,2027-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양월피,경기도 안산시 상록구 월피동 447,55461,1990,23,1362,4,240,1006,112,,,,,,,,,,,,,,,,196%,,,,,,,2023-02-01,2027-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,태영,경기도 안산시 상록구 본오동 879-15,35328,1991,11,672,,,552,60,60,,,,,,,,,,,,,,,183%,,,,,,,2023-02-01,2027-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,월드상록수,경기도 안산시 상록구 사동 1346,57160,1993~1994,14,626,,50,330,90,156,,,,,,,,,,,,,,,146%,,,,,,,2023-02-01,2027-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,월피주공1,경기도 안산시 상록구 월피동 444,38281,1993,14,860,190,670,,,,,,,,,,,,,,,,,,127%,,,,,,,2023-02-01,2028-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,상록수요진,경기도 안산시 상록구 사동 1345-1,49027,1994,15,598,,30,276,144,148,,,,,,,,,,,,,,,158%,,,,,,,2023-02-01,2028-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,선경상록,경기도 안산시 상록구 사동 1345,41461,1994,12,550,,40,284,140,86,,,,,,,,,,,,,,,159%,,,,,,,2023-02-01,2028-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,한양산호,경기도 안산시 단원구 선부동 1081,31423,1993,9,1086,312,774,,,,,,,,,,,,,,,,,,199%,,,,,,,2023-02-01,2029-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,신우아파트,경기도 안산시 상록구 사동 1344-1,39856,1994,11,502,,30,248,140,84,,,,,,,,,,,,,,,148%,,,,,,,2023-02-01,2029-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,예누림아파트,경기도 안산시 상록구 사동 1344,49827,1994,14,576,,40,268,180,88,,,,,,,,,,,,,,,149%,,,,,,,2023-02-01,2029-12-31,,,,,,,,,,,,,,,031-481-2386,
안산시,예정구역,재건축,주공4단지,경기도 안산시 성포동 588,46900,1986,8,780,,,780,,,,,,,,,,,,,,,,,181%,,,,,,,2013-04-25,2023-12-31,,,,,2021-05-13,2023-12-26,,,,,,,,,031-481-2909,
안산시,예정구역,재건축,주공10단지,경기도 안산시 성포동 584,73400,1987,15,1380,,,1380,,,,,,,,,,,,,,,,,172%,,,,,,,2013-04-25,2023-12-31,,,,,2023-07-06,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공7단지,경기도 안산시 고잔동 670,53500,1987,11,1020,,240,780,,,,,,,,,,,,,,,,,168%,,,,,,,2013-04-25,2023-12-31,,,,,2023-06-27,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공8단지,경기도 안산시 고잔동 671,53600,1987,10,1020,,300,720,,,,,,,,,,,,,,,,,178%,,,,,,,2013-04-25,2023-12-31,,,,,2023-06-28,,,,,,,,,,031-369-1714,
안산시,예정구역,재건축,주공9단지,경기도 안산시 고잔동 672,68400,1986,12,1320,,240,1080,,,,,,,,,,,,,,,,,177%,,,,,,,2013-04-25,2023-12-31,,,,,2025-01-10,,,,,,,,,,031-369-1714,
안산시,추진위원회,재건축,고잔연립4,경기도 안산시 고잔동 661-3,75147,1989~1991,60,1129,,797,332,,,,,,,,,,,,,,,,,116%,,1164,,,,,2013-04-25,2022-12-31,,,,2024-12-31,2019-12-12,2023-01-27,,,,,,,,,031-481-2386,
안산시,추진위원회,재건축,군자주공10,경기도 안산시 선부동 1083,46306,1989,19,790,480,310,,,,,,,,,,,,,,,,,,100%,,802,,,,,2017-12-13,2022-12-31,,2024-12-18,,,2020-11-19,2023-01-27,,,,,,,,,031-369-1714,
안산시,추진위원회,재건축,월드아파트,경기도 안산시 본오동 872,49554,1989,28,1070,420,590,60,,,,,,,,,,,,,,,,,128%,,1278,,,,,2017-12-13,2022-12-31,,2024-12-18,,,2020-11-26,2023-01-27,,,,,,,,,031-481-2386,
안산시,조합설립,재건축,고잔연립5,경기도 안산시 고잔동 610,69795,1989~1994,59,1072,,732,340,,,,,,,,,,,,,,,,,122%,,1096,896,조합,,,2013-04-25,2022-12-31,,,,,2019-12-13,2023-01-27,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,현대1차아파트,경기도 안산시 성포동 592-2,22046,1989,10,570,420,150,,,,,,,,,,,,,,,,,,124%,,603,502,조합,,,2017-12-13,2022-12-31,,,,,2020-11-25,2023-01-27,,,,,,,,,031-481-2398,
안산시,조합설립,재건축,군자주공9,경기도 안산시 선부동 967,29529,1989,11,540,350,190,,,,,,,,,,,,,,,,,,100%,,539,,대신자산신탁,,,2017-12-13,2022-12-31,,,,,2020-11-18,2023-01-27,,,,,,,,,031-481-2398,
안산시,조합설립,재건축,고잔연립7,경기도 안산시 고잔동 613-1,27627,1990,24,415,20,321,74,,,,,,,,,,,,,,,,,119%,240%,454,429,조합,,,2013-04-25,2017-04-25,,2023-12-19,,,2017-05-15,2017-08-18,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,선부연립1,경기도 안산시 선부동 963,46909,1988~1990,41,735,54,579,102,,,,,,,,,,,,,,,,,118%,240%,735,721,조합,,,2013-04-25,2017-04-25,,,,,2017-05-18,2017-08-18,,,,,,,,,031-481-2388,
안산시,조합설립,재건축,팔곡일동1,경기도 안산시 팔곡일동 264-5,22865,1956~2004,68,299,,299,,,,,,,,,,,,,,,,,,119%,260%,230,,조합,2009,,2006-09-15,,,,,,,,,,,,,,,,031-481-2398,
안산시,조합설립,재건축,주공6단지,경기도 안산시 고잔동 676-2,41191,1986,17,590,284,306,,,,,,,,,,,,,,,,,,87%,260%,572,,"㈜한국토지신탁, ㈜무궁화신탁",2013,,2013-04-25,2013-04-25,,,,,2013-11-18,2014-02-20,,,,,,,,,031-481-2388,
안산시,착공,재건축,주공5단지2,경기도 안산시 고잔동 674,42750,1986,21,538,,348,190,,,1051,540,511,,1051,,611,403,37,,,,,,77%,279%,530,527,조합,2013,,2013-04-25,2013-04-25,,,,2020-09-09,2013-11-18,2014-02-20,,,2022-03-30,2023-11-08,2023-12-07,,,,031-481-2388,
안산시,착공,재건축,고잔연립9,경기도 안산시 고잔동 648-1,20753,1990,15,299,,,287,4,8,472,294,178,,472,,244,228,,,,,,,168%,230%,299,296,조합,2013,,2013-04-25,2013-04-25,,,,2020-04-29,2013-11-18,2014-02-20,,,2021-06-08,2023-11-28,2024-02-29,,,,031-481-2388,
안산시,착공,재건축,인정프린스아파트,경기도 안산시 상록구 건건동 894-10,26019,1990,12,540,,400,140,,,725,485,207,33,692,,407,285,,,33,,33,,160%,299%,540,471,조합,2003,,2006-09-15,,,2022-11-30,,2018-07-05,2004-05-24,2005-05-26,,,2020-07-08,2021-11-03,2021-11-04,,,,031-481-2398,
안산시,준공,재건축,선부동2,경기도 안산시 단원구 선부동 998,16151,1987∼2006,57,350,,350,,,,377,91,275,11,366,,262,104,,,11,,11,,164%,250%,81,56,조합,2008,,2006-09-15,,,2014-06-27,,2014-12-31,,,,,2018-11-02,2021-07-15,2021-10-14,2024-05-13,2024-12-24,,031-481-2398,
안산시,준공,재건축,고잔연립8,경기도 안산시 고잔동 631-1,17750,1989~1991,17,297,66,149,73,9,,449,291,158,,449,,377,72,,,,,,,112%,252%,297,284,조합,2013,,2013-04-25,2013-04-25,,,,2019-02-28,2013-11-18,2014-02-20,,,2020-03-11,2021-03-31,2021-04-28,2023-11-29,2024-04-12,,031-481-2388,
